"Gender","ESCS","METASUM","HOMEPOS","ICTRES","JOYREAD","PV1READ"
1,-0.7112,0.925,0.2843,-0.3586,0.8127,530.88
2,0.8179,0.0865,0.4835,1.2041,NA,549.76
2,-0.07,0.0865,0.0976,0.3453,-0.5824,422.45
2,0.1221,-0.752,NA,NA,-2.4469,421.65
2,-0.1671,-0.752,-0.0765,1.2041,-0.4746,478.01
2,0.6054,0.925,0.4835,-0.3586,-0.8022,657.5
2,1.1597,1.3443,0.4835,1.2041,-0.1533,624.23
2,0.922,-1.1713,1.2196,1.2041,-0.9169,324.33
2,1.3413,-0.752,0.9439,0.3453,0.2959,485.22
2,0.8737,1.3443,-0.2419,-1.1171,0.8127,554.01
2,0.5493,-0.3327,0.9439,0.3453,-1.2973,524.91
2,1.638,-1.1713,1.9644,1.2041,-0.3675,362.57
2,0.1065,1.3443,0.4835,-0.3586,1.6882,606.19
2,1.0875,0.5058,0.7021,0.3453,-0.6909,515.37
2,1.7477,-1.1713,NA,NA,-0.8022,345.81
2,0.6316,0.925,1.2196,0.3453,-0.4746,442.33
2,0.7869,NA,0.9439,1.2041,0.9601,544.95
2,-1.0769,-0.752,-0.978,-1.1171,-0.4746,538.93
2,1.3212,1.3443,1.9644,0.3453,-0.4746,594.57
2,-0.6352,0.0865,-1.3978,-2.7224,-2.4469,411.07
2,0.2712,0.5058,0.0976,0.3453,-0.0441,597.22
1,0.1887,-1.5905,-0.2419,-0.3586,-0.0441,622.95
1,0.5569,0.5058,-0.2419,-0.3586,1.9344,602.06
1,0.3511,0.5058,0.7021,0.3453,0.2959,496
1,1.4546,-0.752,1.9644,1.2041,0.2959,489.01
1,0.4231,0.5058,1.2196,1.2041,0.5421,467.33
1,0.6401,0.0865,0.7021,1.2041,-0.4746,562.5
1,0.2911,0.5058,1.2196,1.2041,-0.0441,513
1,-0.7339,-1.5905,-0.2419,0.3453,0.0665,521.27
1,0.2698,0.0865,0.0976,0.3453,0.0665,577.43
1,1.2374,1.3443,1.5475,1.2041,1.289,702.23
1,0.353,NA,-0.6956,-0.3586,0.5421,475.83
1,1.3149,0.5058,0.9439,1.2041,0.2959,625.02
1,0.1072,0.925,0.2843,0.3453,0.8127,563.77
1,-0.3905,NA,-0.978,-1.8035,3.495,640.59
1,0.9453,0.0865,0.9439,1.2041,1.118,398.21
1,-0.5709,0.5058,-0.6956,-1.1171,NA,492.35
1,1.1832,0.5058,1.5475,1.2041,-0.4746,495.85
2,0.8069,0.925,-0.0765,-0.3586,-0.9169,606.27
2,-0.9343,-0.752,-0.5495,-1.1171,-0.3675,465.5
2,1.6617,-0.752,2.5602,1.2041,-0.0441,577.17
2,0.3896,-0.752,-0.1307,1.1753,1.289,595.61
2,-0.4982,-0.3327,-1.1173,-1.1171,-1.8161,459.57
2,0.4437,-0.752,0.9439,0.3453,1.118,619.42
2,0.9748,0.5058,1.2196,0.3453,1.289,638.66
2,0.9453,0.5058,0.9439,-0.3586,-0.2604,542.38
2,-0.6109,-2.0098,-0.3986,-1.1171,-0.5824,459.41
2,0.922,0.5058,1.2196,1.2041,0.1798,572.6
2,0.4737,-2.0098,-1.2566,-0.3586,0.1798,581.34
2,0.4796,NA,0.0976,0.3453,-1.6151,515.37
2,0.4159,0.0865,-0.3986,-2.7224,0.417,495.88
2,-0.6823,0.5058,-0.978,-0.3586,-1.8161,501.66
2,-1.1932,0.925,-1.5409,-1.8035,-0.5824,444.9
2,0.7637,0.5058,0.4835,1.2041,0.5421,542.78
2,0.8333,0.925,-0.0765,-0.3586,0.2959,603.39
1,-0.4211,-0.752,-1.2566,-2.7224,-0.1533,424.91
1,1.1832,1.3443,1.5475,0.3453,0.9601,671.57
1,1.6908,0.925,1.9644,1.2041,-0.9169,593.4
1,0.8333,-1.1713,-0.0765,-0.3586,0.417,488.54
1,1.0284,0.5058,0.2843,-0.3586,0.2959,660.37
1,0.0678,0.5058,-0.0765,-0.3586,-0.1533,597.93
1,-2.2661,0.925,-0.6956,-1.1171,-0.8022,533.5
1,1.1069,-0.3327,0.4835,-0.3586,0.5421,561.86
1,0.4701,0.5058,0.9439,1.2041,1.6882,603.73
1,-0.58,0.925,1.2196,0.3453,2.2383,679.19
1,0.2075,0.5058,0.9439,0.3453,1.6882,629.38
1,1.2642,0.5058,1.0832,0.3453,0.0665,590.78
1,0.1811,0.925,0.9439,1.2041,-0.0441,482.74
1,0.1636,-0.3327,-0.8378,-1.1171,-0.0441,493.78
1,-0.4673,0.0865,0.7021,0.3453,-0.1533,421.25
1,-0.395,-0.3327,0.4835,1.2041,0.0665,539.46
1,1.0045,0.5058,2.5602,1.2041,0.5421,614.85
1,1.9257,1.3443,2.5602,1.2041,0.417,677.76
1,0.9819,1.3443,0.7021,0.3453,1.9344,555.19
1,0.7707,-1.5905,0.7021,0.3453,0.0665,556.38
2,2.1369,0.5058,2.5602,1.2041,0.1798,663.51
2,-0.388,1.3443,-0.8378,-1.1171,-1.0365,480.41
2,1.6908,0.0865,1.9644,0.3453,0.417,505.91
2,-0.6159,-0.3327,-0.0765,0.3453,-0.9169,508.87
2,0.8861,-1.1713,-0.0765,0.3453,-0.3675,462.7
2,-1.4459,-1.5905,-2.4589,-2.7224,-1.4461,455.24
2,1.5852,-2.0098,1.9644,1.2041,1.4768,555.85
2,0.526,0.0865,1.5475,1.2041,0.5421,641.95
2,0.9756,0.5058,0.2843,0.3453,-1.2973,570.04
2,0.5893,-1.5905,-0.6956,-1.8035,1.118,554.57
2,1.1829,0.0865,0.9439,1.2041,0.2959,619.02
2,0.5319,-0.3327,-0.2419,0.3453,-1.6151,505.75
2,-0.2323,-2.0098,-0.2419,-0.3586,-0.9169,427.58
2,0.5551,-0.3327,1.2196,1.2041,-0.0441,370.98
2,1.0284,-2.0098,0.2843,0.3453,-0.2604,399.2
2,-0.5006,-0.752,0.4835,0.3453,-0.1533,452.75
2,0.1033,1.3443,0.9439,0.3453,-0.3675,607.08
2,0.5067,1.3443,0.7021,-0.3586,0.9601,626.64
2,-0.1769,0.5058,0.7021,1.2041,-0.1533,604.99
1,-2.0734,NA,-0.8378,-0.3586,-0.1533,431.1
1,-0.1557,0.0865,-0.978,-1.1171,-0.5824,456.6
1,-0.8599,0.5058,-0.6956,-0.3586,-0.1533,544.15
1,-0.2902,-1.1713,0.2843,-0.3586,-0.1533,436.9
1,-0.0893,1.3443,-0.0765,-0.3586,2.2383,665.13
1,-1.6153,0.0865,-0.5495,-0.3586,-1.2973,420.14
1,-2.0872,0.5058,-0.2419,-0.3586,0.9601,615.96
1,-1.4829,1.3443,-0.0765,0.3453,-0.4746,510.46
1,-1.0547,-2.0098,-2.159,-2.7224,-1.4461,500.45
1,-0.0893,-1.1713,-0.0765,-0.3586,0.1798,438.57
1,-0.2825,-2.0098,0.7021,0.3453,-0.1533,357.3
1,0.1216,-0.3327,-0.5495,-0.3586,-0.6909,319.09
1,-1.7593,-0.752,-0.2419,-1.8035,-0.3675,398.45
1,-2.4774,-1.5905,-2.3312,-2.7224,NA,437.93
1,-2.2661,1.3443,-0.6956,-0.3586,1.4768,524.13
1,-0.8484,0.5058,-0.3986,1.2041,-0.4746,596.81
1,0.0034,-0.3327,-1.1173,-1.8035,-0.9169,436.66
1,-0.3852,0.925,-0.0765,-0.3586,-0.8022,432.61
2,-2.5094,-0.3327,-0.978,-1.8035,1.4768,456.44
2,-0.5214,0.925,-0.8378,-0.3586,-0.1533,373.23
2,0.1319,0.925,-1.2566,-2.7224,-0.3675,524.34
2,-1.2512,NA,-1.688,-2.7224,-1.2973,302.04
2,-1.315,-0.752,-0.5495,-1.1171,-0.5824,377.32
2,-1.0399,1.3443,-0.5495,0.3453,0.2959,367.7
2,0.4483,-1.5905,0.4835,0.3453,0.1798,237.51
2,-0.1795,0.0865,-0.2419,0.3453,-0.1533,524.26
2,0.3518,-0.3327,0.2843,-0.3586,0.9601,389.82
2,-1.1867,-0.3327,-1.2566,-1.1171,NA,202.95
2,-1.1536,-0.3327,-0.8378,-1.8035,-1.4461,452.83
2,-0.5103,-1.5905,-0.0765,-0.3586,-0.6909,391.51
2,-0.7214,-1.5905,-0.0765,1.2041,-1.0365,481.61
2,-0.8748,0.925,-0.3986,-0.3586,0.6743,635.7
2,0.0336,0.5058,0.0976,-0.3586,-0.8022,468.95
2,0.3188,-0.752,NA,NA,-0.1533,574.93
2,-2.1637,1.3443,-0.8378,-1.1171,-0.4746,573.73
2,-0.0192,-0.3327,0.0976,0.3453,-0.6909,414.76
1,-2.1258,-2.0098,-3.1698,-2.7224,0.417,491.48
1,0.8547,0.925,0.8482,0.3453,0.1798,555.51
1,-1.2359,-2.0098,-0.5495,-1.8035,-0.1533,574.33
1,0.4746,1.3443,1.2196,1.2041,2.6632,622.23
1,-2.0698,-1.1713,-0.3986,-0.3586,-1.1624,489.09
1,0.7922,NA,0.2843,0.3453,1.4768,488.22
1,0.21,0.5058,0.2843,1.2041,-0.6909,455.97
1,-0.2367,0.0865,0.4835,1.2041,-0.0441,520.31
1,0.8925,0.5058,0.9439,1.2041,-0.0441,474.48
1,0.028,0.0865,0.2843,-1.1171,-0.2604,476.38
1,0.1483,0.925,-0.0765,0.3453,0.5421,519.44
1,-0.0984,0.0865,0.0976,0.3453,-0.0441,476.94
1,0.3302,0.925,-1.2856,-1.2264,0.8127,497.12
1,0.6318,-0.3327,0.4835,0.3453,0.417,491.71
1,0.8665,-2.0098,1.5475,1.2041,-0.1533,475.83
1,-0.6667,-1.5905,-1.3436,-0.3586,-0.3306,472.09
1,0.9002,1.3443,1.9644,0.3453,1.9344,570.12
1,1.1304,0.5058,1.5475,1.2041,-0.3675,478.69
2,0.454,-2.0098,0.7021,1.2041,-0.5824,371.47
2,-0.6917,NA,-1.5409,-2.7224,-1.2973,426.3
2,-0.8599,-2.0098,-0.6956,-1.1171,-2.4469,438.48
2,0.2434,0.925,0.0976,1.2041,-1.1624,336.75
2,-0.0783,-0.3327,0.4835,0.3453,-0.3675,414.27
2,-0.388,-2.0098,-0.8378,-1.1171,-1.1624,314.95
2,0.3673,0.5058,0.9439,1.2041,-2.4469,507.75
2,1.0284,0.5058,0.2843,-0.3586,-0.4746,431.11
2,0.4901,NA,-0.0765,1.2041,-3.2265,514.72
2,1.1931,-1.1713,0.7021,1.2041,-1.0365,408.66
2,-0.5756,-2.0098,-0.8378,-1.1171,-1.4461,347.25
2,0.6125,0.0865,-0.2419,-1.1171,-0.8022,507.19
2,0.8209,-2.0098,-0.2419,-1.1171,-0.1533,513.52
2,-1.6424,-1.1713,-0.978,-1.8035,-1.4461,388.22
2,-0.0252,-0.3327,-1.2566,-1.8035,-0.3675,463.42
2,-0.5792,-0.752,0.2843,0.3453,-0.8022,332.5
2,-0.6765,-2.0098,-0.6956,0.3453,-1.6151,348.62
1,-0.0726,-0.3327,0.7021,0.3453,-0.1533,420.22
1,0.9041,1.3443,0.7021,1.2041,-0.6909,607.54
1,-0.5319,0.925,0.0976,1.2041,-0.8022,510.94
1,-1.3621,-0.3327,-1.5409,-1.1171,0.1798,446.2
1,1.5528,0.5058,1.5475,1.2041,-0.0441,548.36
1,0.028,-0.3327,0.2843,1.2041,0.0665,467.09
1,-0.0276,0.925,0.2843,-1.1171,0.9601,582.83
1,0.058,0.5058,-0.8378,-0.3586,-0.6909,365.17
1,0.4289,0.5058,0.7021,1.2041,-0.3675,499.34
1,1.4736,1.3443,1.5475,0.3453,0.0665,530.08
1,0.8224,-0.3327,1.9644,1.2041,2.2383,560.91
1,NA,NA,-1.7112,-2.7224,-0.0441,368.42
1,-0.7543,NA,-0.6956,-0.3586,-0.4746,471.22
1,0.1649,-0.752,-0.2419,-0.3586,-1.4461,440.79
1,0.5324,-1.5905,0.0976,0.3453,1.4768,485.68
1,0.8772,-0.3327,0.9439,1.2041,-0.4746,403.38
1,0.7883,0.5058,0.9439,1.2041,-0.9169,566.39
1,0.5249,-0.752,-1.1173,-1.8035,-0.4746,415.45
2,0.3107,0.5058,0.5996,0.3453,-0.6909,408.9
2,0.5539,0.5058,0.4835,1.2041,-0.8022,428.3
2,0.1593,-2.0098,0.4835,1.2041,-1.2973,382.69
2,0.1108,-0.3327,-0.8378,-1.1171,-1.2973,432.55
2,1.4255,-0.3327,2.5602,1.2041,-0.0441,449.71
2,-0.1621,1.3443,0.9439,-0.3586,0.5421,630.16
2,0.1864,-1.1713,0.2843,0.3453,-0.0441,347.74
2,1.3443,0.5058,1.2196,0.3453,-0.2604,481.13
2,1.3771,NA,0.0976,-0.3586,-0.1533,343.01
2,1.1846,1.3443,1.5475,0.3453,-0.3675,446.82
2,1.6908,0.5058,1.9644,1.2041,-0.2604,484.02
2,0.2378,-1.1713,0.2843,-0.3586,0.417,387.98
2,1.2948,-1.1713,1.9644,1.2041,-0.1533,613.25
2,0.5626,-0.3327,-0.2274,0.3453,-0.5824,427.02
2,0.4464,0.5058,0.9439,1.2041,0.5421,657.9
2,-0.8023,NA,-0.5495,-1.1171,-0.3675,374.03
2,0.7707,-1.1713,0.7021,1.2041,-3.2265,429.11
2,1.9785,-1.5905,2.5602,1.2041,-1.1624,354.39
1,-0.4395,-0.3327,-1.8389,-2.7224,-1.4461,431.82
1,-1.3084,0.5058,-0.3986,-0.3586,-0.5824,530
1,-0.4736,0.925,0.2843,0.3453,-0.4746,333.39
1,-1.1105,0.5058,-0.2419,-1.1171,-0.0441,336.65
1,-0.7408,-1.5905,-1.3978,-2.7224,-0.6909,464.71
1,0.2948,0.925,0.0976,-0.3586,0.417,441.75
1,0.9211,-1.5905,1.5475,1.2041,0.9601,408.06
1,-0.072,0.5058,0.0976,-1.1171,-0.1533,545.5
1,-0.7424,0.5058,0.7021,-0.3586,0.2959,494.73
1,-0.0199,0.5058,0.7021,-0.3586,0.1798,461.53
1,0.8133,NA,0.9439,-0.3586,0.2959,483.77
1,0.8499,0.925,0.7021,0.3453,0.0665,525.32
1,0.3503,1.3443,0.0976,-0.3586,-1.1624,458.91
1,-0.1294,0.925,-0.2419,-0.3586,0.0665,462
1,0.2684,-0.752,0.0976,-0.3586,0.0665,500.29
2,0.173,0.0865,-0.5495,-1.1171,0.9601,653.97
2,-0.5319,1.3443,0.0976,0.3453,0.6743,694.46
2,-0.4697,-1.1713,-0.978,-0.3586,-1.1624,284.64
2,0.1901,-1.5905,-0.2419,-0.3586,0.0665,386.38
2,-0.3875,-0.3327,-0.6956,1.2041,-0.9169,506.15
2,0.2089,NA,0.9439,0.3453,-0.0441,479.85
2,-0.5594,0.925,-0.3986,-0.3586,-0.1533,516.25
2,0.1892,0.5058,0.0976,0.3453,-1.6151,330.9
2,-0.1671,-0.752,-0.0765,-0.3586,-0.9169,534.04
2,-0.96,-1.1713,0.2843,-0.3586,-0.6909,447.62
2,-0.395,-0.752,0.4835,-0.3586,-0.6909,466.78
2,-0.6687,1.3443,-0.0765,-0.3586,0.5421,470.63
2,-0.0776,0.925,0.2843,-0.3586,-0.8022,476.8
2,-1.5357,-0.3327,-0.0765,-1.1171,0.1798,450.67
2,0.5771,0.925,0.9439,1.2041,-0.0441,514.56
2,0.8336,-2.0098,0.4564,-0.149,-0.3675,413.15
1,-0.3583,-0.752,-0.6956,-0.3586,-1.8161,458.67
1,0.5319,1.3443,-0.2419,-1.1171,2.2383,645.03
1,0.1717,0.0865,-0.5495,-1.1171,0.9601,452.07
1,-1.0229,0.5058,-1.5409,-0.3586,-0.8022,410.53
1,0.2777,-0.3327,-0.3986,-1.1171,-0.4746,305.98
1,-2.1526,1.3443,-0.8378,-0.3586,0.2959,464.63
1,-1.0216,-2.0098,-0.8378,-0.3586,1.289,595.46
1,-1.1932,0.5058,-1.5409,-2.7224,0.9601,603.96
1,0.2191,0.5058,0.7021,0.3453,0.1798,510.86
1,-0.2199,-0.752,-0.0765,0.3453,-0.6909,397.82
1,-0.6811,0.925,-0.2419,-0.3586,1.289,565.75
1,0.0567,0.0865,-0.2419,-0.3586,0.5421,518.49
1,-0.6887,0.5058,0.0067,-0.7459,1.289,652.66
1,-1.6469,-0.3327,-1.0564,-1.1171,-0.4746,367.07
1,0.284,1.3443,-0.3986,-0.3586,-0.4746,516.98
1,-2.2833,-0.752,-1.8389,-1.8035,0.8127,387.57
2,0.2128,-2.0098,0.2843,1.2041,-0.4746,450.27
2,-1.7603,1.3443,-2.7113,-2.7224,1.3078,491.07
2,-0.8973,0.5058,-1.9956,-1.1171,0.0665,580.62
2,-0.4619,0.5058,-0.5495,-0.3586,-0.3675,383.41
2,-0.5333,0.5058,-1.5409,-0.3586,0.0665,524.02
2,0.6299,1.3443,0.9439,1.2041,2.6632,649.89
2,-0.3583,0.0865,-0.6956,-0.3586,-1.1624,462.37
2,-0.7073,-0.3327,-0.978,-0.3586,-0.9169,446.5
2,-0.4145,0.5058,0.7021,0.3453,0.0665,584.15
2,-1.9645,0.5058,-0.6956,-1.8035,-0.4746,379.48
2,-0.5594,-0.3327,-0.3986,1.2041,0.0665,417.48
2,0.8661,-0.3327,0.9439,1.2041,-0.5824,468.15
2,0.2539,0.5058,-0.0765,-0.3586,-1.0365,541.1
2,-1.4471,-0.3327,-1.688,-2.7224,-1.2973,473.2
2,-1.1932,-0.3327,-1.5409,-2.7224,0.0665,482.34
1,0.3842,-2.0098,-0.5495,-0.3586,-0.4746,398.29
1,-0.8183,-2.0098,-0.6956,-0.3586,1.4768,454.06
1,-1.0291,-0.752,-0.3986,-0.3586,0.5421,586.49
1,-1.2617,0.5058,-0.978,-0.3586,0.2959,649.01
1,-0.2791,-1.1713,-0.6956,-1.1171,-0.8022,436.9
1,-0.1935,-0.752,-0.0765,0.3453,2.6632,538.03
1,0.7394,-1.1713,0.2843,0.3453,0.5421,489.89
1,-0.036,0.5058,0.2843,0.3453,0.9601,440.63
1,-0.5053,1.3443,-0.3986,1.2041,0.9601,704.14
1,0.1887,0.5058,-0.2419,0.3453,0.5421,454.62
1,-0.9343,-1.1713,-0.5495,0.3453,1.289,521.19
1,0.1316,0.925,0.4835,0.3453,3.495,552.72
1,-0.256,1.3443,-0.8378,-2.7224,-0.0441,556.62
1,-0.9342,0.0865,0.4835,1.2041,-0.5824,452.71
2,-0.4986,0.0865,-0.2419,-0.3586,0.6743,399.04
1,-0.6346,-0.3327,-0.0765,-0.3586,1.4768,509.19
1,-0.6296,0.925,-0.2419,-1.1171,0.6743,514.2
1,-0.1648,-1.1713,-0.3986,-1.1171,-0.4746,404.89
2,1.0277,0.5058,0.4835,1.2041,-1.2973,414.19
2,0.7637,0.0865,0.4835,1.2041,0.8127,619.42
2,-1.1239,0.0865,0.0976,-0.3586,0.8127,517.69
2,1.4513,0.925,1.2196,0.3453,0.2959,544.95
2,-1.282,-1.5905,-0.3986,0.3453,-0.9169,555.69
1,-1.4599,0.0865,-1.5477,NA,NA,366.91
2,0.0298,-0.3327,-1.1173,-1.1171,-1.6151,458.21
2,0.7649,0.0865,1.2196,1.2041,-0.1533,453.72
2,-0.2413,-1.1713,-0.3986,-0.3586,-0.6853,359.92
2,0.4503,0.0865,0.2843,-0.3586,-0.3675,522.9
2,0.8861,0.5058,-0.0765,-0.3586,-0.3675,534.85
2,0.7186,0.0865,0.0976,0.3453,-0.2604,456.68
2,-0.4524,0.0865,0.2843,1.2041,-1.1624,503.1
2,0.1857,0.0865,0.4835,0.3453,0.9601,448.35
2,0.2061,-0.3327,-0.3986,-0.3586,-0.8022,400.89
2,0.6221,0.925,-0.0765,-1.1171,0.8127,622.23
2,-0.2033,0.5058,0.7021,0.3453,-1.8161,419.81
1,1.5027,-0.3327,1.2196,1.2041,1.4768,535.88
1,0.7833,0.5058,-0.0765,-0.3586,0.8127,715.1
1,0.0441,-0.3327,-0.0765,1.2041,0.1798,547.24
1,0.8964,1.3443,0.2843,1.2041,0.8127,673.47
1,1.632,1.3443,1.5475,0.3453,0.5421,668.71
1,1.0245,1.3443,0.9439,1.2041,0.2959,708.11
1,1.0284,-0.752,0.2843,1.2041,0.2959,540.81
1,-0.1505,0.5058,0.7021,0.3453,0.417,538.82
1,0.7417,-2.0098,-0.2419,0.3453,-0.4746,562.26
2,0.2712,-1.5905,0.0976,0.3453,0.0665,575.01
2,0.1789,1.3443,-1.1173,-0.3586,-0.0441,559.62
2,0.8911,0.5058,-0.3986,0.3453,-0.1533,572.93
2,0.1072,-0.3327,0.2843,1.2041,-0.6909,640.59
2,0.9548,-0.3327,0.0976,1.2041,-1.4461,557.13
2,0.4715,0.925,0.9439,1.2041,-0.0441,551.28
2,0.2312,0.0865,-0.3986,0.3453,-2.4469,644.27
2,1.0245,0.925,0.9439,1.2041,-0.8022,586.47
2,-0.0776,1.3443,0.2843,0.3453,0.417,567.71
1,-0.0101,-0.752,-0.0765,-0.3586,-0.1533,341.81
1,-2.2833,-2.0098,-1.8389,-2.7224,-0.9169,528.81
1,-1.0465,-2.0098,-0.2419,0.3453,-1.4461,420.85
1,1.054,-2.0098,1.2196,1.2041,0.8127,335.22
1,0.5539,0.925,0.4835,1.2041,0.2959,560.11
1,-1.4781,0.925,-1.9956,-1.8035,-0.6909,281.04
1,-1.0241,-0.3327,-0.978,-1.1171,-0.9169,425.14
1,0.4464,-0.3327,0.9439,0.3453,NA,335.77
1,0.6588,-0.3327,0.2843,-0.3586,0.8127,366.44
1,-1.8325,0.5058,-0.6956,-1.8035,0.8127,417.04
1,0.6035,-0.752,-0.3986,1.2041,-0.0441,366.84
1,-1.7988,-0.3327,-0.7439,-1.1171,-0.8022,485.92
1,-0.6981,-1.1713,-0.5495,-0.3586,0.8127,526.67
1,-0.424,-0.752,NA,NA,-0.6909,359.84
1,1.6861,0.0865,1.2196,0.3453,1.6882,554.71
2,-1.399,-2.0098,-0.6956,-0.3586,-0.9169,449.55
2,-0.8023,-0.752,-0.5495,-0.3586,0.417,382.53
2,-0.0351,-2.0098,-0.0765,-0.3586,-0.6909,589.92
2,0.0537,NA,0.4835,1.2041,0.1798,538.21
2,0.7616,NA,0.3442,NA,-0.3306,515.93
2,-1.5198,-0.3327,0.0976,-0.3586,-0.5824,477.77
2,0.579,0.0865,0.4835,0.3453,-0.5824,453.96
2,0.349,-1.5905,0.0976,-0.3586,-0.0441,490.35
2,0.2417,-1.5905,-0.8378,-1.8035,-0.3745,358.64
2,-0.62,-2.0098,-0.1849,-0.7459,NA,562.58
2,-0.8131,NA,-0.2419,-0.3586,-0.3675,322.32
2,-0.5675,0.5058,-0.5495,-2.7224,-0.2604,363.93
2,-0.0893,-2.0098,-0.0765,1.2041,0.8127,483.54
2,-1.2779,-0.3327,-1.7557,-1.1171,-0.0441,452.03
2,-0.2399,-2.0098,0.9439,-0.3586,-0.2604,459.65
2,0.7108,-2.0098,1.2196,0.3453,0.417,479.85
2,0.8179,-1.1713,0.6209,1.1753,-0.2604,328.9
2,-0.4125,-2.0098,-0.6956,-1.1171,0.0665,380.84
2,-0.395,-1.1713,0.4835,-0.3586,-0.4746,439.13
2,-1.5938,-2.0098,-1.2566,-1.8035,1.6882,481.94
1,-0.7029,-2.0098,-0.6956,-1.1171,-0.6909,364.37
1,-0.0256,0.0865,1.2196,1.2041,-0.0441,475.59
1,-1.2638,0.925,-1.1173,-2.7224,1.6882,587.68
1,-0.551,0.925,-1.1173,-1.1171,1.6882,605.55
1,-0.5472,NA,0.0976,-1.1171,-0.4746,397.98
1,-0.9655,NA,-0.6956,-0.3586,0.2959,459.78
1,-0.2472,-0.3327,0.2843,-0.3586,-0.9169,367.55
1,-0.5709,-1.1713,-0.6956,-0.3586,-0.1533,277.7
1,-1.2314,1.3443,-0.4325,-1.1171,0.1798,528.5
1,1.2885,0.5058,0.9439,0.3453,0.6743,533.82
1,-1.1867,0.0865,-1.2566,-2.7224,-0.2604,426.49
1,-1.0262,1.3443,-1.1173,-1.1171,3.495,556.38
1,0.1669,-2.0098,-0.6956,-1.1171,-1.2973,325.92
1,0.4715,0.5058,0.9439,1.2041,0.2959,523.49
1,0.1623,-0.3327,-0.2419,-1.1171,0.417,551.53
1,0.6886,NA,-0.5776,-0.3586,0.8127,461.29
2,-0.9012,-0.752,-0.3986,-2.7224,-1.6151,316.55
2,-1.0216,-0.3327,-0.8378,-1.8035,-1.6151,425.18
2,-0.5211,-1.1713,-0.1355,-1.1171,-1.0602,287.45
2,-1.4048,-0.752,-0.978,-1.1171,-1.2973,452.11
2,-0.3333,-1.1713,-0.6956,-1.1171,0.1798,465.98
2,-0.2587,-0.3327,-0.2419,-0.3586,-0.3675,350.06
2,-0.6087,-1.5905,-1.2566,-1.8035,NA,241.91
2,-0.8484,-0.752,-0.3986,-0.3586,0.2959,465.58
2,0.0441,0.0865,-0.0765,-0.3586,-0.4746,451.87
2,-1.4308,0.925,-1.5409,-1.8035,-1.8161,382.13
2,-2.0436,-2.0098,-1.9956,-1.8035,-1.4461,415.72
2,-0.5912,0.0865,-1.688,-1.8035,1.118,523.3
2,0.494,-1.1713,-0.2419,-1.1171,-0.3675,453.56
2,-0.3255,-1.5905,-0.0765,-1.1171,-0.0441,543.66
1,1.4235,1.3443,1.2196,0.3453,1.4768,453.5
1,-0.8023,0.0865,-0.5495,-1.1171,-0.0441,493.62
1,0.5243,0.5058,0.9439,1.2041,3.495,666.32
1,0.3131,-1.5905,0.9439,0.3453,2.2383,566.39
1,-0.5225,-0.752,-0.978,-1.8035,1.4768,615.48
1,-0.5103,-0.3327,-0.0765,-0.3586,1.289,665.05
1,-1.2031,0.925,-0.6956,-0.3586,0.417,405.13
1,-0.9062,-1.1713,-0.0765,-0.3586,-0.6909,412.04
1,-0.5736,-1.1713,0.0976,0.3453,-0.8022,522.62
1,0.162,-1.1713,0.6983,1.2041,-1.4461,406.24
1,-0.4111,-2.0098,-0.6956,-2.7224,3.495,437.78
1,0.183,-0.752,0.4835,1.2041,-1.1624,355.24
1,-0.1648,1.3443,-0.3986,0.3453,1.6409,604.84
2,0.6966,-2.0098,1.5475,0.3453,0.417,427.82
2,-0.3191,-0.3327,0.9439,0.3453,0.9601,463.58
2,-0.1434,-0.752,-0.0765,0.3453,-0.1533,460.93
2,0.9756,0.0865,0.2843,-0.3586,0.6743,630.33
2,0.7649,0.925,1.2196,0.3453,0.8127,576.13
2,-0.3793,-1.1713,-1.2566,-0.3586,-0.4746,321.52
2,-0.916,-2.0098,-0.8378,-1.1171,-2.4469,320.48
2,0.2331,0.925,NA,NA,NA,593.69
2,0.1998,-2.0098,-0.0765,-0.3586,-1.8161,393.03
2,-2.8371,-0.3327,-0.6956,-1.1171,-0.0441,305.41
2,-0.4736,-1.5905,0.2843,0.3453,-1.2973,385.57
2,0.2957,-0.3327,-0.2419,0.3453,3.495,444.34
2,1.9257,-2.0098,2.5602,1.2041,0.5421,394.95
1,-0.4144,-0.3327,-0.8378,0.3453,0.1798,434.28
1,1.3244,0.5058,0.0976,0.3453,0.417,425.54
1,0.6071,-1.1713,2.5602,1.2041,1.118,581.8
1,-0.7867,0.0865,-0.2419,-1.8035,-0.0441,477.65
1,-0.3008,0.0865,-0.5495,-0.3586,-0.3675,489.41
1,-0.9807,0.0865,0.0976,0.3453,0.2959,526.91
1,0.6151,1.3443,0.7021,-0.3586,1.9344,651.95
1,-0.7692,0.0865,-0.3986,-0.3586,-0.6909,462.64
1,0.4817,0.5058,0.7021,0.3453,-0.1533,552.17
1,-0.2199,0.925,-0.0765,-0.3586,NA,691.67
1,0.4109,0.5058,-0.0765,-0.3586,-1.1624,602.69
2,-0.9184,0.5058,-0.1075,-0.3586,NA,492.12
2,-1.7137,NA,-2.928,-1.8035,-0.8022,399.68
2,1.3443,-1.1713,1.2196,1.2041,-0.2604,343.73
2,0.9756,0.925,0.2843,0.3453,0.6743,648.52
2,0.279,-0.3327,-0.0765,-0.3586,2.2383,587.6
2,-0.3299,0.925,-0.5495,0.3453,-0.8022,573.01
